firstname,lastname,pitch_type,release_speed,horizontal_break,induced_vertical_break,Trunk_Lean_BR,Arm_Slot_Updated,Sho_AbAd_BR,Total Arm Angle,Arm_Slot_Bucket,abs_horizontal_break
Sam,Kluever,SI,90.47202,13.3273,12.43594,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,13.3273
Sam,Kluever,SI,90.63396,13.60622,14.97031,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,13.60622
Sam,Kluever,SL,77.4814,-18.73562,-4.90138,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,18.73562
Sam,Kluever,SL,77.41815,-12.24387,2.28185,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,12.24387
Sam,Kluever,SL,77.36049,-23.87365,-1.84574,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,23.87365
Sam,Kluever,SI,88.60791,19.85618,14.48115,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,19.85618
Sam,Kluever,SI,89.80091,17.44517,12.32175,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,17.44517
Sam,Kluever,SI,88.28094,17.1163,13.69863,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,17.1163
Sam,Kluever,SI,88.93598,17.06731,14.35624,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,17.06731
Sam,Kluever,SL,77.2364,-12.93993,1.13579,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,12.93993
Sam,Kluever,SL,78.23197,-16.4828,-1.59729,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,16.4828
Sam,Kluever,SL,77.29264,-9.7751,0.79087,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,9.7751
Sam,Kluever,SI,88.7914,17.35755,12.20532,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,17.35755
Sam,Kluever,SI,87.07408,14.88816,13.7247,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,14.88816
Sam,Kluever,SI,87.84245,18.96615,11.82898,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,18.96615
Sam,Kluever,SL,77.59292,-20.40934,-4.14976,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,20.40934
Sam,Kluever,SI,90.48759,18.58983,9.25738,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,18.58983
Sam,Kluever,SI,87.77499,13.79656,14.56407,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,13.79656
Sam,Kluever,SI,88.38008,18.45195,10.93292,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,18.45195
Sam,Kluever,SI,89.73102,15.01077,15.074,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,15.01077
Sam,Kluever,FB,88.72298,17.07298,12.97823,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,17.07298
Sam,Kluever,SL,78.4055,-20.23396,0.09615,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,20.23396
Sam,Kluever,SI,88.5035,9.7653,15.40224,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,9.7653
Sam,Kluever,SI,88.78293,14.81038,14.12249,-15.583683000000002,68.596583,83.53431,36.98710000000001,3/4,14.81038
Hardy,Dougan,FB,75.46875,-13.86951,21.77034,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,13.86951
Hardy,Dougan,FB,75.99631,-16.05725,18.55283,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,16.05725
Hardy,Dougan,FB,76.39068,-13.90654,21.41997,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,13.90654
Hardy,Dougan,FB,77.4755,-15.44467,17.76351,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,15.44467
Hardy,Dougan,CH,68.83427,-21.53441,11.62234,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,21.53441
Hardy,Dougan,CB,68.70921,6.96639,-3.10766,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,6.96639
Hardy,Dougan,FB,76.72692,-11.36195,20.8812,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,11.36195
Hardy,Dougan,CB,68.66656,4.87336,8.9568,-7.264223333333334,57.533837500000004,105.1145475,39.73038583333333,3/4,4.87336
Cooper,Floyd,CH,71.02364,13.61943,12.60089,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,13.61943
Cooper,Floyd,FB,75.27538,21.83221,14.1106,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,21.83221
Cooper,Floyd,FB,75.88834,17.72362,17.9705,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,17.72362
Cooper,Floyd,FB,75.80509,16.83188,14.16847,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,16.83188
Cooper,Floyd,CB,66.73143,-5.02267,-5.62704,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,5.02267
Cooper,Floyd,FB,75.4423,17.19739,10.31417,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,17.19739
Cooper,Floyd,FB,75.1872,15.11112,17.45853,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,15.11112
Cooper,Floyd,CB,66.74188,-13.49423,1.17662,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,13.49423
Cooper,Floyd,CH,69.7892,12.5742,11.13525,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,12.5742
Cooper,Floyd,FB,75.31172,17.33942,15.40822,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,17.33942
Cooper,Floyd,CB,64.3226,-16.99993,-9.94135,-8.991879166666667,67.3830075,92.438915,31.60887166666666,3/4,16.99993
Charlie,Weber,CH,81.66627,20.69078,6.23941,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,20.69078
Charlie,Weber,SI,86.51727,21.41723,-2.85144,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,21.41723
Charlie,Weber,FB,89.05817,11.94668,19.34001,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,11.94668
Charlie,Weber,SL,75.67203,-24.22533,5.2869,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,24.22533
Charlie,Weber,FB,90.4217,9.39723,15.57985,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,9.39723
Charlie,Weber,SL,77.32241,-17.4852,9.01042,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,17.4852
Charlie,Weber,FB,87.45861,13.92427,11.64519,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,13.92427
Charlie,Weber,SI,87.39068,19.52859,9.44507,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,19.52859
Charlie,Weber,CB,74.64651,-21.28431,-8.37682,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,21.28431
Charlie,Weber,SI,84.67944,21.77258,-6.56397,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,21.77258
Charlie,Weber,CH,80.95091,21.55244,-0.2578,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,21.55244
Charlie,Weber,CH,81.34154,17.01627,0.6612,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,17.01627
Charlie,Weber,FB,89.84721,2.84102,19.46951,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,2.84102
Charlie,Weber,SI,86.20806,22.60781,6.97122,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,22.60781
Charlie,Weber,SI,86.60717,20.17535,-5.61018,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,20.17535
Charlie,Weber,SL,76.99849,-23.38822,0.05507,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,23.38822
Charlie,Weber,SL,76.65859,-23.31161,-2.66358,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,23.31161
Charlie,Weber,FB,88.0535,16.8987,10.33947,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,16.8987
Charlie,Weber,SL,77.72426,-21.47787,2.32136,5.1485538095238095,81.04673285714286,95.22065380952381,14.101820952380947,SIDE,21.47787
Jansen,Lawson,CB,70.11786,-17.19719,-6.75089,-2.2411133333333333,54.21618333333333,114.12956583333333,38.02493,3/4,17.19719
Jansen,Lawson,SI,78.92817,13.81867,14.71089,-2.2411133333333333,54.21618333333333,114.12956583333333,38.02493,3/4,13.81867
Jansen,Lawson,SI,81.58559,17.04743,9.83031,-2.2411133333333333,54.21618333333333,114.12956583333333,38.02493,3/4,17.04743
Jansen,Lawson,SI,81.2049,17.45179,8.26905,-2.2411133333333333,54.21618333333333,114.12956583333333,38.02493,3/4,17.45179
